filename,nose_x,nose_y,nose_v,left_eye_x,left_eye_y,left_eye_v,right_eye_x,right_eye_y,right_eye_v,left_ear_x,left_ear_y,left_ear_v,right_ear_x,right_ear_y,right_ear_v,left_shoulder_x,left_shoulder_y,left_shoulder_v,right_shoulder_x,right_shoulder_y,right_shoulder_v,left_elbow_x,left_elbow_y,left_elbow_v,right_elbow_x,right_elbow_y,right_elbow_v,left_wrist_x,left_wrist_y,left_wrist_v,right_wrist_x,right_wrist_y,right_wrist_v,left_hip_x,left_hip_y,left_hip_v,right_hip_x,right_hip_y,right_hip_v,left_knee_x,left_knee_y,left_knee_v,right_knee_x,right_knee_y,right_knee_v,left_ankle_x,left_ankle_y,left_ankle_v,right_ankle_x,right_ankle_y,right_ankle_v
Athlete running on beach -4K Copyright Free Stock Video-_111_0.jpg,0.3565668202764977,-0.42506902069810626,0.8383228778839111,0.3594118461081509,-0.4433385942936965,0.3132178783416748,0.3198517830141129,-0.443276513567318,0.8775730729103088,0.26703809043778803,-0.434016617768837,0.1636529564857483,0.20918941937283986,-0.42453493040685225,0.9244273900985718,0.17320624144945276,-0.30706447299083245,0.9329022765159607,0.130968506984447,-0.307473290911068,0.9956997632980347,0.12730977282546083,-0.14990443489025695,0.6882922053337097,-0.011952764976958526,-0.1713688133615498,0.9905391931533813,0.3471339353218606,-0.09948874234642666,0.6651238203048706,0.2875751548099078,-0.10798680961004417,0.9723836779594421,0.137438233546947,0.000628583691615364,0.987733006477356,0.11176127772177419,0.009057970067418361,0.9967394471168518,0.19761636619743664,0.22909709268770076,0.968715250492096,0.2768326860419067,0.26734156475843146,0.9919426441192627,-0.13423290340581798,0.28269863741300855,0.9108014702796936,-0.037609188238047236,0.3426581633933351,0.9593054056167603
Athlete running on beach -4K Copyright Free Stock Video-_127_0.jpg,0.366896240234375,-0.3988990695592162,0.8456551432609558,0.311887939453125,-0.43897160977193994,0.2568143308162689,0.3302646484375,-0.4224470107715069,0.8819290995597839,0.105139404296875,-0.4516913081426819,0.2089930921792984,0.2296611328125,-0.39165230766454967,0.9644286632537842,0.067457763671875,-0.3037998824967523,0.9795268177986145,0.2211611328125,-0.26571782136348876,0.9964219331741333,-0.066374755859375,-0.12256296347250288,0.8549951314926147,0.17526806640625,-0.11434725085251876,0.989387035369873,0.244063720703125,-0.0815357798516888,0.7373819947242737,0.407757568359375,-0.08975438212687645,0.9567312598228455,0.132450439453125,0.04272883813871247,0.9936785101890564,0.194728271484375,0.04778094214600173,0.9974110722541809,0.340150634765625,0.2886830389362009,0.9741947650909424,0.094215576171875,0.22897035805788107,0.9888355135917664,0.3495546875,0.4201381057844977,0.9081335663795471,-0.386554931640625,0.27528349631928406,0.9424183368682861
Athlete running on beach -4K Copyright Free Stock Video-_143_0.jpg,0.24841634984959893,-0.4150385570328675,0.6039660573005676,0.25113943171373665,-0.42689593139395704,0.08858747035264969,0.2356697939296457,-0.4288330078125,0.7256553173065186,0.16794818735377673,-0.41907471208592134,0.10740824788808823,0.17268706133021391,-0.415543834615198,0.9413770437240601,0.042295404933990643,-0.3221539799471079,0.9267845749855042,0.15288555940842247,-0.3040914278839933,0.9980048537254333,-0.0013102159143131684,-0.16811666231964933,0.5694052577018738,0.12705659101353609,-0.16372585888975155,0.9944836497306824,0.07317331895471256,-0.10665141672327899,0.4681440591812134,0.27335165911179815,-0.12511701564117494,0.9684597849845886,0.031819144672251005,-0.030048062342294256,0.9952889680862427,0.13356107823988972,-0.009793994342811854,0.9991130232810974,-0.07293668532754011,0.15601900152044512,0.9927655458450317,0.2967093564609793,0.23382732636193065,0.9986662864685059,-0.33451247597760697,0.20678445567255435,0.9822867512702942,0.27240218708221925,0.3335808858614777,0.9936047196388245
Athlete running on beach -4K Copyright Free Stock Video-_15_0.jpg,0.2569713245738636,-0.4056736067229626,0.003774956101551652,0.20946758319805195,-0.42237769232855904,0.0006749757449142635,0.23842551491477273,-0.43213344399445974,0.0008295124862343073,0.13561567826704546,-0.47845010196461396,0.006344721186906099,0.2081646015117695,-0.4857543745851205,0.018711192533373833,0.1309508484679383,-0.43449556437972325,0.765117883682251,0.13944932021103895,-0.5032679738562091,0.4758601784706116,0.1007303609476461,-0.28259838328642006,0.9456087946891785,0.04150390625,-0.43525810491025835,0.7893099784851074,0.3237358588676948,-0.29956014795241015,0.9238681197166443,0.11084888012378247,-0.3219267153272442,0.8096510767936707,-0.05491927506087663,-0.1669128767026016,0.9978838562965393,-0.024472561130275974,-0.22016333287058312,0.9952985644340515,-0.011450987976866884,0.1188397376365911,0.9979128241539001,0.20446460278003248,-0.01253863565282884,0.9961463212966919,-0.4002227386870942,0.41076251260595387,0.9874208569526672,-0.19062531706574676,0.2144222882838031,0.9821823239326477
Athlete running on beach -4K Copyright Free Stock Video-_159_0.jpg,0.23792411383393286,-0.3888580870485591,0.722061812877655,0.2211133924891337,-0.4110031889346307,0.17439110577106476,0.22824587010079436,-0.4121990089644929,0.7196627855300903,0.11573480473433753,-0.41223711025215193,0.18498662114143372,0.17813088396470322,-0.4021321980063311,0.9121710658073425,0.037738754309052755,-0.3178532461444299,0.9705844521522522,0.16324942975307255,-0.3114192147930701,0.9955957531929016,-0.06778488342138789,-0.16956699394180388,0.9062671661376953,0.1858333157692596,-0.1992492066647954,0.9931390881538391,0.04874330516055905,-0.09709066973474925,0.8285565972328186,0.2945357581122602,-0.15858541705651197,0.9712623357772827,0.0773027086143585,-0.0003798555233283433,0.9979687333106995,0.09812052701588729,0.0014124582865518963,0.9991260170936584,0.250644601506295,0.20457522455089822,0.9912172555923462,-0.07102435727199491,0.19256177586233783,0.9960368275642395,0.2719708998426259,0.32444534758607785,0.9622576236724854,-0.3842858330523082,0.2930023741579341,0.9759618639945984
Athlete running on beach -4K Copyright Free Stock Video-_175_0.jpg,0.30341950355217473,-0.4079706354658733,0.8195023536682129,0.29456066109283624,-0.42694041525670723,0.251351535320282,0.2874748720760234,-0.43043160253716994,0.8423590064048767,0.18850315384000366,-0.4154499260954155,0.15664556622505188,0.21280442622669957,-0.41149322746336,0.9235460162162781,0.08633262232730263,-0.31016475470491156,0.9546955227851868,0.18658090334886696,-0.3018716619920361,0.9957718253135681,-0.050710042317708336,-0.153065703635992,0.8473304510116577,0.22385071871573464,-0.18037402722262597,0.993881344795227,0.05764645582054093,-0.10475732374560925,0.7756999731063843,0.35834061472039475,-0.18086355046708455,0.9757266640663147,0.13541827285498903,0.004642989284308382,0.996944010257721,0.12800963998538012,0.01228450804717781,0.9989802241325378,0.37282450715003657,0.17325597955274952,0.990860104560852,-0.024932147466648392,0.19361782813257025,0.9969043135643005,0.3249451040524488,0.3499176261960998,0.9648752212524414,-0.42215590449104534,0.3854601956153101,0.9810839295387268
Athlete running on beach -4K Copyright Free Stock Video-_191_0.jpg,0.29372415663320806,-0.4205902977813062,0.7599798440933228,0.30207264574268194,-0.4357883261262084,0.18288034200668335,0.2737048185324367,-0.4396890324654339,0.8523645401000977,0.24082038975969144,-0.4227844622495363,0.0677846297621727,0.18898184088212025,-0.42573152171622075,0.8996200561523438,0.12929544569570808,-0.3241303258662601,0.8379583358764648,0.14522446258158622,-0.32438736510791366,0.9940387010574341,0.015648564205893986,-0.1624441352679575,0.5647268295288086,0.16562005537974683,-0.19814070008641524,0.9941390752792358,0.07705533957179589,-0.13169344895177607,0.5276779532432556,0.363933901243572,-0.20701906492384217,0.9763543605804443,0.12435468842711629,-0.04189174295329361,0.9962634444236755,0.06654242020619067,-0.030590798357407824,0.9992971420288086,0.34211479863034017,0.10266250500576102,0.9943161606788635,-0.0286811152590981,0.17856921738000225,0.9990200996398926,0.14723186251483386,0.24857401676315197,0.9870918989181519,-0.46903779235067244,0.39340605152596675,0.9953745007514954
Athlete running on beach -4K Copyright Free Stock Video-_207_0.jpg,0.2927528414957324,-0.4166021519189277,0.8105800151824951,0.30947405441216963,-0.43053466576531474,0.24813750386238098,0.27065703942387115,-0.4367573321511169,0.8602918982505798,0.21798961488160792,-0.41930557416234204,0.1009872704744339,0.15719591048320486,-0.4272965524170803,0.9025253653526306,0.08997442438738987,-0.3159795823080015,0.8848421573638916,0.04453576713931718,-0.3090458398261225,0.994762122631073,0.09635273265418502,-0.1605183845822992,0.6510215997695923,0.024472677760187224,-0.15827154166431634,0.9932945370674133,0.3182434888663271,-0.11264644030629513,0.6752995848655701,0.30137385565803965,-0.12886757971147336,0.9807747006416321,0.024246551916987887,-0.03158585861701828,0.9921162724494934,-0.04812285973637115,-0.015567986113069721,0.9982062578201294,0.22997240242979075,0.13398423177670915,0.9884155988693237,0.0056163098843612334,0.21568810638537905,0.9976046085357666,-0.09383711625825991,0.2571426556859206,0.9689236879348755,-0.4449530109960077,0.4077577005654896,0.9876393675804138
Athlete running on beach -4K Copyright Free Stock Video-_223_0.jpg,0.3881721915779533,-0.4156546427744028,0.7352793216705322,0.4039346883585165,-0.4306505382355591,0.14284685254096985,0.3617864476018773,-0.43199738403521415,0.8153780102729797,0.32277715773809523,-0.42096138314713755,0.09620854258537292,0.26378790886847525,-0.41651456477810955,0.924034833908081,0.1914784637562958,-0.30755849018128345,0.9135778546333313,0.17238563845009158,-0.3000697932486872,0.9973533153533936,0.15492019373855312,-0.15043617512484556,0.6479780077934265,0.0680740971268315,-0.15803459959328667,0.9957582354545593,0.3527827559809982,-0.08350011583607908,0.6650762557983398,0.34593250987293955,-0.1000217393752574,0.9853099584579468,0.0929010971125229,-0.014128532598203253,0.9951658248901367,0.09391231327266483,0.0007298577951245881,0.9990837574005127,0.11997186569940477,0.15809694192751236,0.9920772314071655,0.29947134164663464,0.2292928931347817,0.9986072182655334,-0.2514444986979167,0.25735639543863265,0.975066602230072,0.06011269817422161,0.38165514473074547,0.9910100698471069
Athlete running on beach -4K Copyright Free Stock Video-_239_0.jpg,0.3846107899717934,-0.4195652855767144,0.965892493724823,0.35198496186535033,-0.4496770646837023,0.5489979386329651,0.3489852506587737,-0.44225120544433594,0.9667852520942688,0.23332304965855108,-0.4526540968153212,0.18815399706363678,0.2542499895616835,-0.42218123541937935,0.9778273701667786,0.21924509515105403,-0.3096281263563368,0.9931156039237976,0.1720936247402019,-0.3228041754828559,0.9986366629600525,0.13235089444774348,-0.15938585069444444,0.9541931748390198,0.015260383805299881,-0.20884369744194878,0.9952784776687622,0.40803669184233965,-0.1231707255045573,0.9061469435691833,0.2387619924658551,-0.12687331305609809,0.9820178747177124,0.2084505710918943,-0.00457916259765625,0.9983951449394226,0.1531180701176514,-0.01881175571017795,0.9991965889930725,0.3098820122290677,0.2372908698187934,0.9911194443702698,0.05570828036854216,0.14902381896972655,0.9949373006820679,0.34052629991834915,0.41919818454318575,0.9291788339614868,-0.2882420773177702,0.23900807698567708,0.9481797814369202
