filename,nose_x,nose_y,nose_v,left_eye_x,left_eye_y,left_eye_v,right_eye_x,right_eye_y,right_eye_v,left_ear_x,left_ear_y,left_ear_v,right_ear_x,right_ear_y,right_ear_v,left_shoulder_x,left_shoulder_y,left_shoulder_v,right_shoulder_x,right_shoulder_y,right_shoulder_v,left_elbow_x,left_elbow_y,left_elbow_v,right_elbow_x,right_elbow_y,right_elbow_v,left_wrist_x,left_wrist_y,left_wrist_v,right_wrist_x,right_wrist_y,right_wrist_v,left_hip_x,left_hip_y,left_hip_v,right_hip_x,right_hip_y,right_hip_v,left_knee_x,left_knee_y,left_knee_v,right_knee_x,right_knee_y,right_knee_v,left_ankle_x,left_ankle_y,left_ankle_v,right_ankle_x,right_ankle_y,right_ankle_v
Best running scenes in moviesseries(1)_1007_0.jpg,-0.316453235601288,-0.36695656409630406,0.9132976531982422,-0.2149911518969567,-0.38775247427133414,0.9617846608161926,-0.4104168087828393,-0.3950539809006911,0.6496140956878662,-0.07814135582618464,-0.3549952580378606,0.894180417060852,-0.5,-0.36838155893179086,0.12700161337852478,0.07761956507863563,-0.1619707547701322,0.9787096977233887,-0.5,-0.1752246563251202,0.32729265093803406,0.2817259645150378,0.07578899676983174,0.9351907968521118,-0.5,0.05422504131610577,0.032386697828769684,0.2937490425857843,0.3092700664813702,0.7982237935066223,-0.4233788072673324,0.23524146446814903,0.045338790863752365,-0.1234942666845384,0.30065882756159856,0.7127076983451843,-0.5,0.29191554142878606,0.19129782915115356,-0.1420776018130234,0.5115384615384615,0.2611825466156006,-0.4969629898569942,0.5115384615384615,0.03373829275369644,-0.21903034285003065,0.5115384615384615,0.07834241539239883,-0.3753937864615247,0.5115384615384615,0.017718778923153877
Best running scenes in moviesseries(1)_1007_1.jpg,-0.0022030357553177522,-0.356524084878761,0.9779288172721863,0.0582252310103729,-0.3785207490865032,0.9657188653945923,-0.054417906689042804,-0.38304816020211596,0.932584822177887,0.13771005838858982,-0.3651883298870169,0.8417508602142334,-0.13493039427685136,-0.37315962879158515,0.6067097187042236,0.27885219029017855,-0.21206354488365337,0.9848743081092834,-0.2848513306689863,-0.21326955657182609,0.9613116979598999,0.4144346092929359,-0.017892736744740706,0.9375220537185669,-0.46003620564436715,-0.034912109375,0.777296245098114,0.3435765114151129,0.1495674267673679,0.8656638264656067,-0.49604903149003743,0.08268113705510029,0.6841943264007568,0.17826676569065125,0.24635771809258805,0.9099038243293762,-0.19308452445919774,0.2416965910133317,0.85261070728302,0.2029298413701418,0.5078277886497065,0.3506225347518921,-0.24217172831046482,0.4997386596440802,0.2332141399383545,0.204315185546875,0.5078277886497065,0.06015577167272568,-0.18048666304900868,0.5078277886497065,0.042067911475896835
Best running scenes in moviesseries(1)_1007_2.jpg,-0.35770763503007746,-0.3007680610151321,0.8819467425346375,-0.3382484722293026,-0.33209719492433953,0.8577886819839478,-0.35486277942750816,-0.32527656434838326,0.3830321431159973,-0.24205965474612562,-0.33137355768342125,0.8508365750312805,-0.2948681083044454,-0.31616730795297715,0.08544328808784485,-0.07391954829603385,-0.21025215413668177,0.9890101552009583,-0.2821781724740008,-0.13191020977609919,0.912306010723114,0.17573405478945758,-0.15959923199674683,0.9751511216163635,-0.27151822810460846,0.10906019722249606,0.7535356283187866,0.394469119596248,-0.11973234832474862,0.9225855469703674,-0.3813712538552712,0.255130707653539,0.5845302939414978,-0.0849622318834115,0.31843311779130523,0.9389142990112305,-0.22967927568693924,0.3274416758058951,0.8594810366630554,-0.0798152655995106,0.5126182965299685,0.1510300636291504,-0.31504655001019577,0.5126182965299685,0.07227921485900879,-0.025023617518862153,0.5126182965299685,0.008507709950208664,-0.26119472385425163,0.4896467431486593,0.00543196452781558
Best running scenes in moviesseries(1)_1007_3.jpg,0.3822878528555096,-0.34322287382011535,0.17001605033874512,0.35623966442998695,-0.3679216547343257,0.021047571673989296,0.3875430436084495,-0.37034318123706134,0.13332685828208923,0.12727871672201654,-0.35623351858241326,0.18127666413784027,0.36640786626197736,-0.3563127246940926,0.8478347063064575,-0.03605837938262195,-0.1884577898573048,0.9387044906616211,0.30562748393945993,-0.1832651806178529,0.9674216508865356,0.08057810288273083,0.06529731630150828,0.7416625618934631,0.3170406328261106,0.07068352443562698,0.859963595867157,0.21682441525342988,0.3575551126281546,0.41000616550445557,0.27386006744065766,0.3226060355875394,0.5419735908508301,-0.21197456599112588,0.29364129195830047,0.8105350136756897,0.04823255372795079,0.2928266555352918,0.8368309140205383,-0.2739072793036803,0.5110410094637224,0.10116846114397049,0.17424027180422474,0.5110410094637224,0.1085263192653656,-0.3163085299501851,0.5110410094637224,0.010155728086829185,0.1986018057899608,0.5110410094637224,0.009299274533987045
Best running scenes in moviesseries(1)_1007_4.jpg,-0.003721388123875899,-0.3213007527012979,0.7191717624664307,0.024866337398830936,-0.34390529509513607,0.3765988349914551,-0.03044468721897482,-0.34660056329542593,0.5136839151382446,0.06521101478192447,-0.34108974087622856,0.23795044422149658,-0.08606703504383993,-0.3491841593096333,0.39053454995155334,0.21301006070143885,-0.2006248351066343,0.9297515153884888,-0.24807892943457735,-0.21022322870069934,0.9575371742248535,0.3793554511859263,0.05506663168630292,0.8802047371864319,-0.3923480356339928,0.024436889156218496,0.9374129176139832,0.38849667336443344,0.2828935192477319,0.7976496815681458,-0.4109172134948291,0.2088903611706149,0.8817359805107117,0.16140593384667265,0.21829703546339466,0.9299389123916626,-0.14027020571043167,0.21589549895255797,0.9464677572250366,0.18115322195368705,0.48674208118069556,0.42812103033065796,-0.16853299586892986,0.47364007273027975,0.4946577548980713,0.18443682553956833,0.5100806451612904,0.08605936169624329,-0.11253214225494604,0.4884988107988911,0.09884228557348251
Best running scenes in moviesseries(1)_1007_5.jpg,-0.014978467803640464,-0.38725757121243737,0.9001917839050293,0.04113832454091495,-0.4086070880666997,0.7942931652069092,-0.07444873298566367,-0.40930043317638776,0.8017140030860901,0.12228991321681701,-0.39253298547709725,0.5097013115882874,-0.16116679083440721,-0.3933901269368218,0.5136104822158813,0.3184672876731637,-0.23606090513812084,0.9360029101371765,-0.34813005899645616,-0.23235345245004696,0.9319864511489868,0.40357703769329895,-0.01958392975923414,0.8184847831726074,-0.4145643096609214,-0.014465790559135017,0.797813892364502,0.10151342018363402,0.14631482157762937,0.7241429686546326,-0.21055901910840852,0.1494695953216298,0.7139421701431274,0.20215787592622422,0.19748469943395242,0.8992361426353455,-0.25800819003704895,0.19632819021285475,0.8955864310264587,0.24329934660921393,0.4684687695638564,0.4452550709247589,-0.2966720738361791,0.4559037808782867,0.4376416802406311,0.23159318117751287,0.508347245409015,0.11267954111099243,-0.2895558150773196,0.5030766202133765,0.10892253369092941
Best running scenes in moviesseries(1)_1007_6.jpg,-0.05015335539857784,-0.1070552460134846,0.939537525177002,0.033188140320920656,-0.1924385175313035,0.9448809623718262,-0.13011525776571856,-0.20196564556801155,0.9242925047874451,0.14007385619386228,-0.08725623561911387,0.6893057227134705,-0.2519454499204716,-0.11257861411734803,0.5798650979995728,0.3209122526431512,0.5103985512093322,0.7284339070320129,-0.4512515496351048,0.4661953024668236,0.6940672993659973,0.4497925535647455,0.9109024674925086,0.1251956969499588,-0.5064181938856661,0.8495011003050086,0.09023727476596832,0.17532659290793412,0.5392033825181934,0.09749850630760193,-0.275886946809506,0.495538789932042,0.07159590721130371,0.13633024478386976,1.369134354264769,0.02510235272347927,-0.34884150156717814,1.3503231936938143,0.02260030061006546,0.11149880414951348,0.8237739458476028,0.005131130572408438,-0.38880088943207336,0.7928261952857448,0.004527097102254629,-0.08011174915793413,0.8557392277129708,0.0066872104071080685,-0.27149022267964074,0.8025677824673587,0.006186712998896837
Best running scenes in moviesseries(1)_1023_0.jpg,0.03060701577970297,-0.30338895320892334,0.976402759552002,0.07511796101485149,-0.3316991329193115,0.9525518417358398,-0.01310946524339934,-0.3312795162200928,0.9113508462905884,0.15952051748143564,-0.36303097009658813,0.8155618906021118,-0.059100563376650164,-0.3589175343513489,0.5313546061515808,0.2887873382064769,-0.22884422540664673,0.9887385368347168,-0.1585645014696782,-0.2500517964363098,0.9750626087188721,0.39708707198844884,0.03319549560546875,0.9632599353790283,-0.3046141772380363,-0.0664023756980896,0.8968799710273743,0.40580966055589934,0.2777198553085327,0.9173493981361389,-0.4534023775912748,0.050384461879730225,0.8377891182899475,0.11676609555486799,0.2567884922027588,0.934416651725769,-0.17112404599834982,0.23745441436767578,0.9047019481658936,0.11526177031765676,0.509765625,0.3450033664703369,-0.19213665751340758,0.47960495948791504,0.2591670751571655,0.11855968311674918,0.509765625,0.04799875617027283,-0.1491969143203383,0.48708176612854004,0.037318404763936996
Best running scenes in moviesseries(1)_1023_1.jpg,-0.4196716665524488,-0.31430955260764554,0.6260047554969788,-0.4036624306126645,-0.3433989313722567,0.6489913463592529,-0.41196892275447733,-0.3356144795890983,0.09193019568920135,-0.2818007441292032,-0.3423458186724714,0.8560647964477539,-0.2993167631807383,-0.3221003175691794,0.030245492234826088,0.060553656684027776,-0.20376018495050097,0.9893481731414795,-0.27902757075794954,-0.16015499202349714,0.8380709886550903,0.3988092433639437,-0.018997495229007632,0.9895036220550537,-0.26456652189555924,0.061889881396111644,0.7365933656692505,0.23773425364354897,0.149600149838979,0.9706141948699951,-0.39386004174661915,0.1958579958850191,0.6823230385780334,0.039313422309027776,0.3094149756977576,0.9753850698471069,-0.20777188128198099,0.3037839933206107,0.9187723994255066,0.08103220086348684,0.5137404580152671,0.36722415685653687,-0.3774658560055738,0.4922537534291508,0.15553142130374908,0.1651614897432383,0.5137404580152671,0.02776188962161541,-0.3987881844503838,0.4864121764670801,0.014411531388759613
Best running scenes in moviesseries(1)_1023_2.jpg,-0.057277854429472475,-0.3566162852196374,0.9785279631614685,0.014770297829164277,-0.3807766742203347,0.9722232818603516,-0.11543476909672448,-0.38581906951223377,0.9109429717063904,0.12038190649190081,-0.3651838631465517,0.8882696628570557,-0.19881523202318663,-0.37507322980714375,0.4824732542037964,0.2496392486292288,-0.20834790088583924,0.9921956062316895,-0.3318637532925387,-0.22137766870959052,0.9442532658576965,0.3683470279798595,-0.00141897453014072,0.9730528593063354,-0.5134858997589952,-0.035222484905869676,0.709924042224884,0.16279238079665997,0.11089196504975912,0.9293416738510132,-0.4863945147313109,0.09718629167723124,0.6469916105270386,0.1482703532647649,0.23233570772058823,0.9337628483772278,-0.2548968113890482,0.22671354034609534,0.8385089039802551,0.21843313514639479,0.5101419878296146,0.3258614242076874,-0.29535080096043576,0.5101419878296146,0.14861850440502167,0.25545858680655104,0.5101419878296146,0.041862327605485916,-0.25663169370878725,0.5101419878296146,0.021401554346084595
